rate,location,rest_type,dish_liked,cuisines,cost_for_2
4.5/5,Koramangala 7th Block,Casual Dining,Pizza Pasta Cocktails Spinach Ravioli Tiramisu Panna Cotta Wine,Italian Salad,1500
3.0/5,Koramangala 4th Block,Quick Bites,Pizza Garlic Bread Chocolava,Pizza Fast Food,400
4.0/5,BTM,Dessert Parlor,Icecream Cake Brownie Waffles Chocolate Icecreams Thick Shakes,Ice Cream,230
3.7/5,HSR,Casual Dining,Butter Chicken Tikka Chicken Biryani Naan Dal Tadka,North Indian Chinese,800
3.9/5,Koramangala 5th Block,Dessert Parlor,Rolls Chocolate Icecreams Red Velvet Ice Cream Ice Cream Roll Waffles,Ice Cream Desserts,500
3.9/5,Koramangala 5th Block,Casual Dining,Chicken Chettinad Donne Biryani Chicken Guntur Veg Thali Gobi Tikka Mutton Chops Chicken Curry,North Indian South Indian Chinese Biryani,700
4.2/5,HSR,Lounge Casual Dining,Paneer Steak Peri Peri Pizza Lamb Chops Chicken Biryani Cocktails Mocktails Beer,Finger Food Continental North Indian,1500
3.9/5,Koramangala 7th Block,Quick Bites,Dal Makhani Amritsari Kulcha,North Indian,400
3.9/5,Domlur,Dessert Parlor Beverage Shop,Sandwiches Mint Oreo Shake Faluda Brownie Shake Cheese Sandwich Ice-cream Shake Chicken Sandwich,Desserts Beverages,300
3.8/5,Koramangala,Delivery,Halwa Chicken Biryani Butter Chicken Kheer Brownie Chocolate Chilli Chicken Raita,North Indian Chinese,300
4.4/5,Koramangala 6th Block,Casual Dining,Mysore Pak Cocktails Burgers Pork Ribs Fish Mocktails Beer,American European,2500
3.8/5,Jayanagar,Casual Dining,Andhra Meal Vegetable Biryani Veg Thali Chicken Chettinad French Chicken Manchurian,Andhra North Indian Chinese,600
3.9/5,Koramangala 4th Block,Quick Bites,Gulab Jamun Samosa Paratha Paneer Curry Biryani Chaat Veg Cutlet,North Indian South Indian,300
3.9/5,HSR,Quick Bites,Liti Chokha Chilli Chicken Chicken Litti Paratha Lassi Pan Fried Momos Egg Curry,North Indian Chinese,500
4.4/5,Koramangala 7th Block,Casual Dining,Dahi Kebab Lamb Mocktails Lassi Vegetable Biryani Galauti Kebab Mutton Biryani,North Indian Mughlai Biryani,1500
4.4/5,Koramangala 5th Block,Cafe,Beef Steak Custard Burgers Beef Stroganoff Salad Sandwich Sandwiches,Cafe European Continental,900
3.6/5,Koramangala 5th Block,Casual Dining,Basanti Pulao Fish Aloo Posto Thali Daab Chingri,Bengali,700
3.7/5,Koramangala 5th Block,Quick Bites,Cheese Paratha,North Indian,200
4.0/5,Koramangala 1st Block,Casual Dining,Fish Kosha Mangsho Chicken Curry Luchi Chingri Malaikari Biryani Bhetki Fry,Bengali Seafood,600
3.9/5,Koramangala 6th Block,Casual Dining,Lassi Mutton Kosha Thali Chicken Handi Chicken Curry Buttermilk Rasgulla,Oriya,600
3.9/5,Koramangala 5th Block,Casual Dining,Momos Thukpa Dumplings Crispy Chilli Potatoes Beef Shaptak Dry Chicken Momo Fruit Beer,Chinese Tibetan North Indian,500
3.7/5,Koramangala 5th Block,Casual Dining,Chicken Grill Biryani Shahi Tukda Chop Suey Barbeque Chicken Naan Fish,North Indian Chinese,900
4.2/5,Koramangala 5th Block,Casual Dining,Ulavacharu Biryani Bangla Kodi Rajugari Kodi Pulao Gadwal Kodi Pulao Curd Rice Fish,Andhra North Indian Chinese,900
3.9/5,Koramangala 5th Block,Casual Dining,Biryani Galauti Kebab Tandoori Chicken Phirni Tundey Paratha Rolls Rumali Roti,North Indian Kebab,500
3.9/5,Koramangala 6th Block,Quick Bites,Rolls Chicken Wings Shawarma Chicken Tikka Roll Burgers Fries Pasta,Burger Beverages Rolls,400
3.1/5,Koramangala 5th Block,Casual Dining,Biryani Rolls Firni Chicken Roll Mutton Pasanda Mutton Rezala Phirni,North Indian Mughlai Biryani,600
3.1/5,Domlur,Quick Bites,Dum Biryani,Biryani Chinese,200
3.8/5,Koramangala 5th Block,Quick Bites,Kosha Mangsho Daab Chingri Fish Curry Dum Biryani,Bengali North Indian,500
4.1/5,Koramangala 1st Block,Cafe,Burgers Fries Pasta Pork Chops Chocolate Milkshake Sandwiches Waffles,Cafe Burger Italian Salad,1000
4.1/5,Koramangala 5th Block,Pub,Cocktails Chicken Nachos Pizza Peri Peri Fries Hush Puppies Beer Tiramisu,Finger Food Asian European Italian,1200
3.4/5,Koramangala 5th Block,Quick Bites,Whole Meat Shawarma Jumbo Shawarma Spicy Shawarma Momos,Arabian Fast Food,200
3.6/5,HSR,Takeaway Delivery,Lassi Mutton,North Indian,400
4.0/5,Koramangala 1st Block,Bakery,Coffee,Bakery Desserts,500
3.8/5,HSR,Quick Bites,Vada Idli Masala Dosa Filter Coffee Tea Sandwiches,South Indian Fast Food Chinese North Indian Street Food,250
2.8/5,HSR,Casual Dining,Pothichoru Kerala Parotta Beef Fry Vegetable Stew Chicken Curry Paratha Biryani,Kerala Chinese Seafood North Indian,700
4.1/5,Koramangala 1st Block,Quick Bites,Momos Rice Noodles Kung Pao Chicken Rice Bowl Noodle Thai Green Curry Chicken Dim Sum,Asian Chinese Momos Fast Food Indonesian Korean,500
3.9/5,Ejipura,Quick Bites,Naan,North Indian,300
3.4/5,BTM,Quick Bites Dessert Parlor,Chaat Panipuri Lassi Gol Gappe Paratha Pav Bhaji Samosa,North Indian Street Food Mithai,250
3.6/5,BTM,Cafe,Fries Pasta Sandwich Burgers Chicken Burger Monster Burger,Cafe Continental Fast Food,600
3.5/5,Koramangala 7th Block,Casual Dining,Rolls Tandoori Murgh Masala Legendary Arsalan Firni Phirni Mutton Biryani Chicken Roll,North Indian Mughlai,650
3.8/5,HSR,Cafe,Coffee Cappuccino,Cafe Fast Food,650
2.8/5,Koramangala 1st Block,Quick Bites,Saag Veg Thali,North Indian,500
3.9/5,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250
4.5/5,HSR,Casual Dining,Salads Mocktails Falafel Pasta Shawarma Babaganush Pizza,Lebanese Turkish,1200
4.1/5,Koramangala 5th Block,Cafe,Salads Chicken Sandwich Spaghetti Arugula Salad Cheesecake Cheese Chilli Toast Pasta,Cafe Healthy Food Salad Beverages Desserts,1200
3.7/5,Koramangala 4th Block,Casual Dining,Chicken Fritters Steak Sandwiches Burgers Pasta Salads Beef Stroganoff,Continental Steak Chinese Salad Desserts Seafood Italian,800
4.0/5,Koramangala 8th Block,Cafe,Coffee Potato Wedges,Cafe Coffee,400
3.6/5,Koramangala 7th Block,Quick Bites,Burgers Fries Chicken Wings Popcorn Chicken Grill,Fast Food Burger,500
4.4/5,Koramangala 7th Block,Casual Dining Bar,Chicken Shorba Paneer Tikka Masala Cocktails Jumbo Prawns Beer Butter Naan Paan Shot,North Indian,1500
3.5/5,HSR,Quick Bites,Masala Dosa Vada Tea Coffee Idli,South Indian,150
4.1/5,Koramangala 5th Block,Casual Dining,Biryani Tandoori Chicken Panneer Butter Masala Naan Mutton Roganjosh Lassi Chicken Tikka Masala,North Indian Mughlai Chinese Rolls,700
3.9/5,BTM,Quick Bites,Burgers Wood Fire Pizza Nachos,Italian American Fast Food Wraps Rolls Salad,1000
4.2/5,Koramangala 5th Block,Dessert Parlor,Belgian Waffles Chocolate Overload Triple Chocolate,Desserts Beverages,350
3.8/5,Wilson Garden,Casual Dining,Friendly Staff,Continental Chinese North Indian South Indian,1000
4.1/5,Koramangala 6th Block,Casual Dining,Neer Dosa Murgh Ghee Roast Sea Food Fish Ghee Rice Appam Prawn Ghee Roast,Seafood Mangalorean North Indian Chinese,700
4.2/5,Koramangala 7th Block,Dessert Parlor,Sandwich Cheesecake Cup Cake Hot Chocolate Coffee Macaroon Mousse,Desserts Beverages,900
4.1/5,Koramangala 4th Block,Casual Dining,Rabri Tandoori Roti Mutton Roganjosh Shahi Tukda Naan Mutton Seekh Malai Kofta,Mughlai North Indian Turkish Afghan,750
3.5/5,HSR,Casual Dining,Coffee Thali,North Indian Chinese South Indian Continental,700
3.9/5,HSR,Cafe,Fries,Cafe Desserts Fast Food Burger,300
3.8/5,Koramangala 7th Block,Casual Dining,Beer Mashed Potato Pork Thali Pork Curry Smoked Pork Veg Thali,North Eastern Chinese,650
3.6/5,Koramangala 5th Block,Casual Dining,Appam Kappa Biryani Chicken Fry Kallappam Buttermilk Beef Fry Paratha,Kerala Seafood,500
2.9/5,BTM,Delivery,Burgers Pasta,North Indian South Indian Chinese Fast Food,700
3.8/5,BTM,Quick Bites,Roti Dal Makhani Lassi Panneer Butter Masala Kulcha Masala Papad Butter Chicken,North Indian Chinese,400
3.8/5,Koramangala 6th Block,Quick Bites,Burgers Mojito Bbq Burger Peri Peri Fries Grilled Burger,Cafe Burger Fast Food,400
3.8/5,Old Airport Road,Takeaway Delivery,Gol Gappe Noodles Lassi Chocolate Milkshake,Continental North Indian,500
4.1/5,Indiranagar,Casual Dining Cafe,Burgers Pasta Caramel Custard Carbonara Crispy Corn Mutton Curry Lemonade,Cafe Continental,800
3.6/5,Koramangala 1st Block,Quick Bites,Chicken Curry Red Rice Fish Curry,Salad Biryani Chinese North Indian Kerala Desserts Seafood South Indian,400
3.9/5,HSR,Casual Dining,Sea Food Fish Prawn Curry Neer Dosa Appam Murgh Ghee Roast Mutton Curry,Mangalorean Seafood North Indian Chinese,1000
4.5/5,Koramangala 5th Block,Casual Dining Bar,Egg Chilli Butter Naan Watermelon Juice Chocolate Halwa Fry Prawns Mocktails Salads,North Indian Chinese Continental Thai Salad,1500
3.6/5,Koramangala 1st Block,Quick Bites,Masala Dosa Biryani Chicken Stew Tea Appam Paratha,Kerala Chinese North Indian,300
3.5/5,Koramangala 5th Block,Quick Bites,Burgers Zinger Burger,Burger Fast Food Beverages,600
3.1/5,Koramangala 1st Block,Quick Bites,Poha Bread Omelette Ginger Chai Ginger Tea,Fast Food,100
4.0/5,Koramangala 6th Block,Casual Dining,Neer Dosa Prawn Curry Pork Chilli Biryani Sea Food Kori Roti Chicken Curry,Mangalorean Seafood Chinese North Indian,1000
4.2/5,Koramangala 5th Block,Cafe,Mocktails Salad Coffee Pizza Meat Balls Hot Chocolate Pasta,Cafe Continental Beverages,800
3.8/5,Koramangala 7th Block,Casual Dining,Sea Food Biryani Anjal Tava Fry,Seafood Mangalorean,700
2.8/5,Old Airport Road,Casual Dining,Mutton Biryani Pahari Chicken Chicken Biryani Mutton Chops Mutton Roganjosh Shawarma Raita,Mughlai North Indian Chinese,700
4.1/5,Domlur,Dessert Parlor Bakery,Cheesecake Key Lime Pie,Desserts Bakery,400
2.8/5,Bannerghatta Road,Quick Bites,Roti Chicken Biryani,North Indian Chinese,350
4.4/5,Koramangala 5th Block,Takeaway Delivery,Chocolate Fudge Chocolate Shake Bubble Gum Shake Hot Chocolate Belgian Waffles Mango Milkshake,Beverages Desserts,350
3.9/5,Wilson Garden,Casual Dining,Manchow Soup Shawarma Momos Hyderabadi Biryani Vegetarian Noodles Dragon Chicken,North Indian Chinese,450
3.9/5,Koramangala 5th Block,Quick Bites,Filter Coffee Badam Milk Idli Hot Coffee Samosa Lemon Tea Mini Idlis,South Indian Beverages,200
4.2/5,BTM,Beverage Shop Quick Bites,Sandwiches Fruit Juices French Fries Irish Coffee,Beverages Fast Food,400
3.9/5,HSR,Casual Dining Lounge,Panna Cotta Murgh Makhani Pasta Lemonade Chicken Biryani Kulcha Naan,North Indian Continental,900
2.9/5,HSR,Casual Dining,Butter Chicken Andhra Meal Murgh Ghee Roast Vegetable Biryani Butter Naan Roti Hyderabadi Chicken Biryani,North Indian Chinese Andhra,450
3.7/5,Ejipura,Takeaway Delivery,Burgers Chicken Burger Pasta Chicken Pizza,Fast Food Italian,300
3.9/5,BTM,Quick Bites,Pizza Parantha Chai Paratha Fries Cheese Maggi Rajma Chawal,North Indian Fast Food,300
4.0/5,Koramangala 3rd Block,Quick Bites,Tea Coffee Neer Dosa Gajar Ka Halwa Thali Chaat Cheese Dosa,South Indian North Indian Fast Food,300
3.8/5,BTM,Casual Dining,Mutton Biryani Thali,North Indian Biryani Chinese,600
3.9/5,Koramangala 6th Block,Casual Dining,Noodles Roast Pork Biryani Manchow Soup Pork Ribs Butter Garlic Prawns Crispy Honey Chilli Chicken,Chinese,1000
4.4/5,Koramangala 5th Block,Casual Dining Bar,Beef Steak Cocktails Mojito Paneer Ke Sholay Caramel Custard Prawn Ghee Roast Stuffed Mushroom,Chinese Continental North Indian Burger Pizza Seafood,1000
3.9/5,Koramangala 6th Block,Quick Bites,Coffee Sandwiches Tea,Coffee Fast Food Chinese Beverages,550
4.0/5,Koramangala 5th Block,Beverage Shop Quick Bites,Fruit Bowl Grape Juice Nannari Sharbat Cheese Sandwich Tea Cheese Sandwiches Orange Juice,Juices Fast Food South Indian Chinese,200
3.8/5,Koramangala 7th Block,Delivery,Pasta Salads Chole Butter Chicken Brownie Butter Cookies Sandwiches,North Indian Continental,500
4.4/5,Koramangala 5th Block,Casual Dining Bar,Pizza Pita Bread Beer Cocktail Baklava Shrimp Soup Pasta Babaganush,Mediterranean Pizza Italian Beverages,1500
3.8/5,BTM,Casual Dining,Butter Chicken Chicken Biryani,North Indian Arabian Chinese,1000
4.1/5,Koramangala 5th Block,Takeaway Delivery,Hyderabadi Biryani Chicken Biryani Mutton Paya Mutton Biryani Vegetable Biryani Khichda Tandoori Chicken,Biryani Hyderabadi Kebab,400
4.1/5,Koramangala 2nd Block,Cafe,Paratha Chai Poha Quinoa Burger,Cafe Healthy Food Salad Beverages,600
4.1/5,Koramangala 3rd Block,Casual Dining,Noodles Pinacolada Mocktails Salad Thai Green Curry Spicy Crabmeat Soup Clear Soup,Chinese Thai Asian,900
4.0/5,Koramangala 5th Block,Quick Bites,Ginger Tea Filter Coffee Sandwich Poha Waffles Vada,Beverages Sandwich,150
4.4/5,Koramangala 5th Block,Casual Dining,Noodles Rice Paper Rolls Prawn Dumplings Vegetable Dimsums Prawn Dim Sums Rendang Chicken Pad Thai,Chinese Thai Asian Malaysian Vietnamese Sri Lankan Burmese,1400
3.9/5,Koramangala 5th Block,Casual Dining,Momos Chilli Chicken Chicken Manchow Soup Spicy Chicken Wings Thukpa Chicken Noodle Tai Pai Chicken,Chinese Momos,750
3.9/5,Koramangala 8th Block,Quick Bites,Momos Chicken Lollipop Chicken Momo Noodles Chicken Thukpa,Chinese Nepalese Tibetan Momos,400
4.5/5,BTM,Cafe,Chaat Nachos Peri Peri Pizza Wedges Milk Shake Pink Lemonade Pasta,Cafe Continental Burger,900
3.9/5,BTM,Quick Bites,Poha Jalebi Paratha Bhindi Masala Kachori Puri Sabzi Samosa,North Indian Street Food,300
4.3/5,Koramangala 5th Block,Bar,Biryani Cocktails Pasta Peri Peri Chicken Mocktails Paneer Tikka Masala Pizza,Continental Finger Food North Indian Chinese,1200
3.9/5,BTM,Casual Dining,Biryani Masala Papad Chicken Grill Dragon Chicken Paratha Roti Chicken Curry,North Indian Chinese Fast Food Rolls Beverages,600
3.7/5,HSR,Bakery,Burgers Eggless Cake Red Velvet Cake,Bakery Desserts,400
3.8/5,Koramangala 5th Block,Casual Dining,Pav Bhaji Panneer Butter Masala Deluxe Thali Tea Panipuri Chaat Masala Dosa,South Indian North Indian Chinese Street Food,500
4.2/5,Koramangala 4th Block,Casual Dining,Pasta Pizza Steak Mojito Salads Tiramisu Sea Food,Salad Italian Desserts Pizza,1500
3.7/5,Jayanagar,Casual Dining,Chicken Grill Ghee Rice,North Indian Chinese Biryani,450
4.3/5,Koramangala 5th Block,Cafe,Tea Chai Margherita Pizza Sandwiches Corn Sandwich Paneer Parantha Brownie,Cafe Tea Street Food,450
3.8/5,Koramangala 7th Block,Quick Bites,Biryani Paratha Chicken Masala Kerala Parotta,Biryani,200
4.0/5,Koramangala 7th Block,Casual Dining,Butter Garlic Prawns Mocktails Noodles Salads Brownie Pasta Sizzler Chicken Steak,Continental Chinese Thai Italian BBQ Steak,1100
3.8/5,HSR,Quick Bites,Spicy Chicken,Andhra North Indian,500
4.2/5,Koramangala 4th Block,Casual Dining,Mocktails Dal Tadka Paneer Lababdar Stuffed Kulcha Vegetable Biryani Sea Food Wine,North Indian Chinese Seafood,1700
3.8/5,BTM,Cafe,Pasta Sandwiches Peppy Paneer Pizza Sandwich Thick Shakes Onion Rings Tomato Soup,Cafe Italian Mexican Chinese,600
3.3/5,BTM,Quick Bites,Raita Hyderabadi Biryani,Biryani North Indian,400
3.8/5,Hosur Road,Quick Bites,Rolls Veggie Roll Chicken Tikka Roll Beda Roti,Fast Food Rolls,350
3.5/5,Koramangala 5th Block,Quick Bites,Veg Momos Burgers Chocolate Momos Momo Burger Whole Meat Shawarma Paneer Momos,Tibetan Momos,250
4.2/5,Koramangala 5th Block,Cafe,Pasta Coffee Buffalo Chicken Wings Caesar Salad Cheesy Fries Mojito Salads,Cafe American Continental Italian,600
3.7/5,BTM,Cafe,Burgers Chicken Grill Faluda French Fries Sandwich,Cafe North Indian Chinese,700
3.8/5,Koramangala 5th Block,Casual Dining,Chicken Kebab Biryani Rolls Raita,Biryani Mughlai Chinese,600
3.7/5,BTM,Delivery,Rice Chicken Boneless Biryani Masala Paneer,Andhra South Indian North Indian Biryani,400
3.5/5,HSR,Takeaway Delivery,Chicken Guntur Pepper Chicken Chicken Biryani Raita,Biryani North Indian Chinese Andhra,400
3.8/5,Koramangala 1st Block,Casual Dining,Sea Food Beer Fish Thali Fish Fry Chicken Tikka Neer Dosa,North Indian Chinese Mangalorean,600
3.9/5,Koramangala 7th Block,Casual Dining,Goan Thali Sol Kadhi Prawn Pork Vindaloo Plain Rice Fish Beef Fry,Goan Chinese Biryani,750
4.1/5,Koramangala 1st Block,Cafe,Burgers Coffee Cappuccino Barbeque Burger Sandwiches Spinach Pasta Sandwich,Cafe American Italian Burger,600
4.3/5,Koramangala 5th Block,Dessert Parlor,Turkish Ice Cream Baklava Chocolate Icecreams,Turkish Desserts,250
3.7/5,Koramangala 6th Block,Lounge Microbrewery,Tandoori Chicken Fish Chilli Cocktails Pizza Craft Beer Chaat Long Island Iced Tea,North Indian Continental Chinese,2000
3.7/5,HSR,Casual Dining,Chicken Biryani Mutton Roganjosh Andhra Meal,Andhra Biryani South Indian Chinese,500
4.2/5,Domlur,Casual Dining,Beer Mocktails Vada Pancakes Waffles Pasta Appam,European Italian Asian,1500
4.1/5,Koramangala 6th Block,Cafe,Burgers Cheese Burger Mojito Peri Peri Fries Apple Pie Tea Peri Peri Chicken Wings,Cafe Burger Fast Food Desserts,700
4.2/5,Koramangala 3rd Block,Cafe,Coffee Pasta Salads Tiramisu Pizza Waffles Pancakes,Cafe Continental Italian,1000
4.0/5,Koramangala 4th Block,Cafe Casual Dining,Spaghetti Hot Chocolate Coffee Tea,Cafe Italian Continental,700
4.2/5,Koramangala 4th Block,Pub,Beer Chilli Chicken Pizza Paneer Tikka Cocktails Nachos Mocktails,Finger Food Chinese Italian Burger,1300
4.1/5,BTM,Cafe,Coffee Pasta Basil Pesto Chicken Exotic Veg Pizza Basil Soup Nachos Chicken Sizzler,Cafe American Italian Continental Chinese,500
3.1/5,Koramangala 6th Block,Casual Dining,Tandoori Chicken Butter Chicken Lassi Shahi Paneer Tandoori Roti Rumali Roti Biryani,North Indian Chinese,500
3.9/5,HSR,Casual Dining,Vegetable Biryani Jalebi Paneer Curry Tandoori Paneer Paneer Tikka Gulab Jamun Paratha,North Indian Chinese Street Food,800
3.9/5,Koramangala 7th Block,Dessert Parlor,Waffles Chocolate Bomb Belgium Chocolate Chocolate Sundae Chocolate Icecreams Strawberry Cheesecake,Ice Cream Desserts,800
3.6/5,Koramangala 3rd Block,Casual Dining,Chicken Biryani Chicken Wings Chicken Curry Kadhai Paneer Butter Chicken Noodles Vegetable Biryani,North Indian Chinese,500
3.1/5,BTM,Casual Dining,Dum Biryani Chicken Biryani Rice Roti Mutton Biryani,North Indian Biryani Andhra Chinese,600
2.8/5,BTM,Quick Bites,Kachori Indori Poha Cheese Paratha Paneer Parantha Thali Poha Jalebi,North Indian Street Food,300
4.1/5,Koramangala 1st Block,Cafe,English Breakfast Waffles Chocolate Cake Frittata Chicken Lasagne Ginger Tea Burgers,Cafe Continental,700
3.1/5,Old Airport Road,Quick Bites,Biryani Murgh Lababdar Thali,North Indian Chinese,450
3.7/5,Koramangala 4th Block,Casual Dining,Murgh Ghee Roast Mutton Biryani Buttermilk Andhra Meal Thali Chilli Chicken Prawn,Andhra North Indian Chinese Biryani,750
3.9/5,Koramangala 1st Block,Quick Bites,Hyderabadi Biryani Ginger Chicken,North Indian Fast Food,350
4.0/5,Koramangala 7th Block,Dessert Parlor,Chocolate Chip Cookie Brownie Chocolate,Bakery,150
3.8/5,Koramangala 8th Block,Quick Bites,Paratha Mutton Curry,North Indian Chinese,300
4.0/5,Indiranagar,Casual Dining,Chocolate Pani Puri Butter Chicken Gajar Halwa Keema Pav Mocktails Raj Kachori Biryani,North Indian,1200
2.7/5,BTM,Casual Dining,Shawarma Chicken Grill Biryani,Chinese North Indian,600
4.1/5,Koramangala 5th Block,Casual Dining,Mutton Kalmi Chicken Biryani Dahi Ke Kebab Lassi Tomato Soup Ganna Chicken Soya Chaap,North Indian Chinese,1200
3.9/5,Indiranagar,Quick Bites,Burgers Raita Fries Chicken Noodle Bbq Burger Poha Sandwiches,Fast Food Biryani,400
2.8/5,Domlur,Quick Bites,Coffee Vegetable Biryani Masala Chai Roti,North Indian Chinese Fast Food,300
4.1/5,Koramangala 6th Block,Casual Dining,Pizza Pasta Salads Masala Chai Soya Buttermilk Burgers Chocolate Icecreams,Italian North Indian Healthy Food Desserts,1100
4.4/5,Koramangala 8th Block,Cafe,Pasta Salad Mousse Noodles Fries Mocktails Pizza,Cafe Continental Beverages,700
3.9/5,Koramangala 5th Block,Quick Bites,Burgers Belgian Fries Pasta Salads Falafel Pockets Greek Sandwich,Lebanese Greek,300
3.4/5,Koramangala 7th Block,Casual Dining,Rooftop Ambience,North Indian Kerala Chinese Biryani Seafood South Indian,650
4.2/5,Koramangala 4th Block,Cafe,Pizza Coffee Burgers Pasta Tiramisu Sandwiches Tea,Cafe Desserts,700
4.2/5,Koramangala 5th Block,Quick Bites,Ginger Tea Chai Samosa Bun Omelette Elaichi Tea Egg Bhurji Carrot Cake,Fast Food,300
4.0/5,Koramangala 1st Block,Casual Dining,Chicken Biryani Kulcha Chicken Chatpata Panneer Butter Masala Paneer Lababdar Tandoori Chicken Shahi Paneer,North Indian,650
4.0/5,Koramangala 7th Block,Dessert Parlor,Waffles,Desserts,400
4.0/5,Koramangala 2nd Block,Casual Dining,Breakfast Buffet Sushi Cheesecake Gulab Jamun Lunch Buffet Fish Noodles,Continental Italian North Indian Asian Bakery Chinese European Japanese,1100
3.8/5,BTM,Casual Dining,Fritters Lasagne Biryani Fish Pasta Draught Beer Hot Pot,North Indian Continental Chinese Steak,900
3.7/5,Koramangala 4th Block,Cafe,Margherita Pizza Cheesy Bites,Cafe Italian Pizza,450
3.9/5,HSR,Casual Dining,Raita Tandoori Chicken Egg Chilli Hakka Noodles Chicken Taka Tak Palak Paneer Veg Pulao,North Indian Chinese Biryani,550
